Match_ID,Season,Date,Team1,Team2,Toss_Winner,Toss_Decision,result,DL_Method,Winner,Win_By_Runs,Win_By_Wicket,Man_Of_The_Match,Venue,Umpire1,Umpire2,Umpire3
535,2016,04/20/16,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Normal,0,Mumbai Indians,,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
536,2014,04/25/14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Chennai Super Kings,,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,
537,2019,04/20/19,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,5,SPD Smith,Sawai Mansingh Stadium,YC Barde,S Ravi,
538,2019,03/31/19,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Sunrisers Hyderabad,118,,JM Bairstow,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,S Ravi,
539,2017,04/08/17,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,15,,KM Jadhav,M.Chinnaswamy Stadium,S Ravi,VK Sharma,
540,2013,04/07/13,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Normal,0,Kings XI Punjab,,8,M Vohra,Subrata Roy Sahara Stadium,S Asnani,SJA Taufel,
541,2015,04/21/15,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,,,,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
542,2018,04/28/18,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,8,RG Sharma,Maharashtra Cricket Association Stadium,CB Gaffaney,Nitin Menon,
543,2016,05/22/16,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Kolkata Knight Riders,22,,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
544,2011,04/29/11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore,
545,2018,04/13/18,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,4,UT Yadav,M.Chinnaswamy Stadium,A Deshmukh,S Ravi,
546,2010,03/31/10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Chennai Super Kings,,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,
547,2018,05/20/18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde,
548,2009,05/17/09,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Normal,0,Kings XI Punjab,1,,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,
549,2013,05/10/13,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Normal,0,Royal Challengers Bangalore,4,,JD Unadkat,Feroz Shah Kotla,NJ Llong,K Srinath,
550,2010,04/24/10,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Normal,0,Royal Challengers Bangalore,,9,A Kumble,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,
551,2011,05/22/11,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,8,CH Gayle,M Chinnaswamy Stadium,K Hariharan,RE Koertzen,
552,2017,04/15/17,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Kolkata Knight Riders,17,,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
553,2018,05/08/18,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,15,,JC Buttler,Sawai Mansingh Stadium,M Erasmus,Nitin Menon,
554,2016,05/14/16,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,bat,Normal,1,Kolkata Knight Riders,,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
555,2013,05/02/13,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,17,,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,
556,2017,04/20/17,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
557,2011,05/27/11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Royal Challengers Bangalore,43,,CH Gayle,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,
558,2019,04/16/19,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Kings XI Punjab,12,,R Ashwin,"Punjab Cricket Association IS Bindra Stadium, Mohali",VA Kulkarni,AK Chaudhary,
559,2014,04/29/14,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,tie,0,,,,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,
560,2016,04/22/16,Rising Pune Supergiants,Royal Challengers Bangalore,Rising Pune Supergiants,field,Normal,0,Royal Challengers Bangalore,13,,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
561,2019,04/03/19,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Mumbai Indians,37,,HH Pandya,Wankhede Stadium,RJ Tucker,BNJ Oxenford,
562,2018,05/01/18,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Royal Challengers Bangalore,14,,TG Southee,M.Chinnaswamy Stadium,M Erasmus,Nitin Menon,
563,2015,04/26/15,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,
564,2013,04/15/13,Chennai Super Kings,Pune Warriors,Pune Warriors,bat,Normal,0,Pune Warriors,24,,SPD Smith,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,
565,2010,03/25/10,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Normal,0,Mumbai Indians,,5,SR Tendulkar,Brabourne Stadium,BF Bowden,AM Saheba,
566,2011,04/26/11,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,3,V Kohli,Feroz Shah Kotla,S Asnani,RJ Tucker,
567,2017,05/14/17,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
568,2014,05/25/14,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
569,2012,04/04/12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,8,RE Levi,"MA Chidambaram Stadium, Chepauk",JD Cloete,SJA Taufel,
570,2018,04/18/18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7,N Rana,Sawai Mansingh Stadium,A Deshmukh,S Ravi,
571,2009,05/20/09,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,24,,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel,
572,2012,05/03/12,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,1,,SL Malinga,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,
573,2013,05/07/13,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Rajasthan Royals,,9,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,
574,2008,05/02/08,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Normal,0,Delhi Daredevils,,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,
575,2009,05/12/09,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Normal,0,Mumbai Indians,,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,
576,2012,04/30/12,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Normal,0,Kolkata Knight Riders,,5,G Gambhir,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin,
577,2008,05/13/08,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,23,,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,
578,2012,04/07/12,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Royal Challengers Bangalore,20,,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi,
579,2013,04/11/13,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,8,CH Gayle,M Chinnaswamy Stadium,Asad Rauf,AK Chaudhary,
580,2018,04/08/18,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,4,SP Narine,Eden Gardens,C Shamshuddin,A Deshmukh,
581,2008,06/01/08,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,
582,2010,04/03/10,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Normal,0,Mumbai Indians,63,,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,
583,2016,05/01/16,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
584,2017,04/28/17,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,26,,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
585,2011,05/04/11,Pune Warriors,Mumbai Indians,Pune Warriors,field,Normal,0,Mumbai Indians,21,,R Sharma,Dr DY Patil Sports Academy,HDPK Dharmasena,SJA Taufel,
586,2010,04/07/10,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Rajasthan Royals,,9,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore,
587,2013,05/26/13,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,23,,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,
588,2015,04/18/15,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,4,,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
589,2014,05/13/14,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Chennai Super Kings,,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
590,2008,04/24/08,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,
591,2010,03/17/10,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Normal,0,Mumbai Indians,98,,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,
592,2011,04/19/11,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Normal,0,Deccan Chargers,16,,S Sohal,Feroz Shah Kotla,PR Reiffel,RJ Tucker,
593,2015,05/08/15,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Normal,0,Mumbai Indians,,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,
594,2013,04/21/13,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Normal,0,Delhi Daredevils,,9,V Sehwag,Feroz Shah Kotla,HDPK Dharmasena,S Ravi,
595,2019,03/24/19,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6,AD Russell,Eden Gardens,CB Gaffaney,AK Chaudhary,
596,2014,05/18/14,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Normal,0,Kolkata Knight Riders,,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,
597,2008,04/20/08,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Normal,0,Kolkata Knight Riders,,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,
598,2019,04/27/19,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7,JD Unadkat,Sawai Mansingh Stadium,YC Barde,A Nand Kishore,
599,2011,04/09/11,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Normal,0,Royal Challengers Bangalore,,6,AB de Villiers,Nehru Stadium,HDPK Dharmasena,K Hariharan,
600,2009,04/23/09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,9,,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,
601,2013,04/27/13,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Normal,0,Rajasthan Royals,,8,JP Faulkner,Sawai Mansingh Stadium,VA Kulkarni,K Srinath,
602,2009,05/10/09,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,16,,JP Duminy,St George's Park,BR Doctrove,BG Jerling,
603,2016,04/25/16,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,Normal,0,Mumbai Indians,25,,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,
604,2010,04/15/10,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Normal,0,Delhi Daredevils,,6,G Gambhir,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,SS Hazare,
605,2011,05/15/11,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Kings XI Punjab,29,,PP Chawla,Himachal Pradesh Cricket Association Stadium,Asad Rauf,SL Shastri,
606,2017,05/06/17,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Normal,0,Mumbai Indians,146,,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
607,2015,04/16/15,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
608,2013,05/17/13,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,23,,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,
609,2019,04/07/19,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,8,HF Gurney,Sawai Mansingh Stadium,CB Gaffaney,AK Chaudhary,
610,2013,04/13/13,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,
611,2018,05/05/18,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Sunrisers Hyderabad,,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",BNJ Oxenford,CK Nandan,
612,2018,04/21/18,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,6,AB de Villiers,M.Chinnaswamy Stadium,CB Gaffaney,CK Nandan,
613,2017,05/12/17,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,7,,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
614,2011,04/21/11,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Kings XI Punjab,48,,SE Marsh,"Punjab Cricket Association Stadium, Mohali",S Asnani,PR Reiffel,
615,2010,03/22/10,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Mumbai Indians,,7,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel,
616,2019,04/11/19,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4,MS Dhoni,Sawai Mansingh Stadium,UV Gandhe,BNJ Oxenford,
617,2014,05/24/14,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,
618,2015,04/09/15,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Chennai Super Kings,1,,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
619,2013,05/14/13,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,7,AC Gilchrist,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,
620,2017,04/22/17,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
621,2018,05/13/18,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi,
622,2016,05/03/16,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
623,2009,05/23/09,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,6,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel,
624,2013,05/09/13,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,46,,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,
625,2015,04/11/15,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,45,,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
626,2017,04/14/17,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,Normal,0,Gujarat Lions,,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
627,2011,05/18/11,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,11,,WP Saha,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RE Koertzen,
628,2010,04/22/10,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,38,,DE Bollinger,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,
629,2016,05/09/16,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Normal,0,Royal Challengers Bangalore,1,,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
630,2018,05/17/18,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Royal Challengers Bangalore,14,,AB de Villiers,M.Chinnaswamy Stadium,AY Dandekar,S Ravi,
631,2018,04/22/18,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Normal,0,Chennai Super Kings,4,,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,AK Chaudhary,
632,2013,04/07/13,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,tie,0,,,,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,S Ravi,
633,2014,05/03/14,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Mumbai Indians,,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,
634,2010,03/31/10,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,67,,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,
635,2011,05/01/11,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,19,,JA Morkel,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,
636,2019,04/23/19,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,6,SR Watson,"MA Chidambaram Stadium, Chepauk",NJ Llong,AK Chaudhary,
637,2017,04/06/17,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
638,2014,05/20/14,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,
639,2019,03/27/19,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kolkata Knight Riders,28,,AD Russell,Eden Gardens,VA Kulkarni,AK Chaudhary,
640,2008,05/27/08,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Normal,0,Chennai Super Kings,,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,
641,2012,05/14/12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,5,AT Rayudu,M Chinnaswamy Stadium,S Das,BR Doctrove,
642,2009,04/30/09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Chennai Super Kings,38,,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,
643,2015,05/06/15,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Royal Challengers Bangalore,138,,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
644,2019,05/08/19,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Normal,0,Delhi Capitals,,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi,
645,2010,03/20/10,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,34,,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,
646,2012,04/19/12,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Normal,0,Chennai Super Kings,13,,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Asad Rauf,S Das,
647,2013,05/16/13,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Kings XI Punjab,7,,DA Miller,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,S Ravi,
648,2009,04/20/09,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,92,,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,
649,2015,05/09/15,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,6,,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
650,2012,04/17/12,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Normal,0,Rajasthan Royals,,5,BJ Hodge,Sawai Mansingh Stadium,Aleem Dar,BNJ Oxenford,
651,2014,05/19/14,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,
652,2008,05/16/08,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Mumbai Indians,,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,
653,2017,05/09/17,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kings XI Punjab,14,,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
654,2010,04/18/10,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium,BF Bowden,AM Saheba,
655,2012,05/17/12,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,VA Kulkarni,SK Tarapore,
656,2013,05/19/13,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Sunrisers Hyderabad,,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,
657,2009,05/07/09,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Normal,1,Chennai Super Kings,12,,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,
658,2009,05/08/09,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Normal,0,Delhi Daredevils,,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,
659,2015,05/17/15,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Normal,0,Mumbai Indians,,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,
660,2017,05/08/17,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Normal,0,Sunrisers Hyderabad,,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
661,2008,05/15/08,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Normal,0,Delhi Daredevils,12,,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,
662,2010,04/17/10,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Kolkata Knight Riders,,8,JD Unadkat,Eden Gardens,BG Jerling,RB Tiffin,
663,2012,05/16/12,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Kolkata Knight Riders,32,,SP Narine,Wankhede Stadium,S Das,BR Doctrove,
664,2013,05/18/13,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Royal Challengers Bangalore,24,,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,
665,2014,04/22/14,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Kings XI Punjab,72,,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,
666,2009,04/19/09,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Deccan Chargers,,8,RP Singh,Newlands,MR Benson,BR Doctrove,
667,2012,04/17/12,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,bat,Normal,0,Royal Challengers Bangalore,,6,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das,
